Rk,Player,PTS,Date,Age,Team,...7,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM,Pos.
824,LeBron James,25,12/25/07,22-360,CLE,NA,MIA,W 96-82,1,39,9,19,0.474,9,16,0.563,0,3,0,7,11,0.636,0.524,0,6,6,12,1,1,2,3,22.4,11.1,F-G
825,LeBron James,25,2/24/08,23-056,CLE,NA,MEM,W 109-89,1,39,10,17,0.588,9,13,0.692,1,4,0.25,4,5,0.8,0.651,1,6,7,11,3,1,6,2,23.8,10.8,F-G
826,LeBron James,25,3/13/08,23-074,CLE,@,WAS,L 99-101,1,43,9,22,0.409,8,15,0.533,1,7,0.143,6,8,0.75,0.49,2,5,7,7,0,0,7,4,11.6,-4.5,F-G
827,LeBron James,25,11/19/08,23-325,CLE,@,DET,L 89-96,1,40,8,21,0.381,8,17,0.471,0,4,0,9,10,0.9,0.492,1,5,6,6,4,0,3,1,20.1,8.2,F-G
828,LeBron James,25,12/6/08,23-342,CLE,@,CHA,W 94-74,1,28,8,17,0.471,6,13,0.462,2,4,0.5,7,8,0.875,0.609,2,3,5,4,2,2,3,3,20.2,18.5,F-G
829,LeBron James,25,1/30/09,24-031,CLE,NA,LAC,W 112-95,1,37,9,17,0.529,7,13,0.538,2,4,0.5,5,6,0.833,0.636,0,7,7,6,3,1,3,2,22.5,9.7,F-G
830,LeBron James,25,3/27/09,24-087,CLE,NA,MIN,W 107-85,1,34,8,14,0.571,6,11,0.545,2,3,0.667,7,10,0.7,0.679,2,10,12,7,0,0,5,0,21.5,6.7,F-G
831,LeBron James,25,3/31/09,24-091,CLE,NA,DET,W 79-73,1,41,9,24,0.375,9,22,0.409,0,2,0,7,8,0.875,0.454,1,11,12,3,3,1,1,0,20.2,12.6,F-G
832,LeBron James,25,11/5/09,24-310,CLE,NA,CHI,L 85-86,1,38,9,17,0.529,8,13,0.615,1,4,0.25,6,9,0.667,0.596,0,7,7,6,1,1,3,0,20.5,11.3,F-G
833,LeBron James,25,11/27/09,24-332,CLE,@,CHA,L 87-94,1,38,10,19,0.526,8,12,0.667,2,7,0.286,3,4,0.75,0.602,0,6,6,4,0,0,6,4,12.3,1.4,F-G
834,LeBron James,25,11/28/09,24-333,CLE,NA,DAL,W 111-95,1,36,10,20,0.5,10,18,0.556,0,2,0,5,7,0.714,0.542,0,5,5,12,0,0,1,2,22.3,7.3,F-G
835,LeBron James,25,12/20/09,24-355,CLE,@,DAL,L 95-102,1,43,9,23,0.391,7,17,0.412,2,6,0.333,5,7,0.714,0.479,0,3,3,6,2,2,2,3,17,6.5,F-G
836,LeBron James,25,11/22/10,25-327,MIA,NA,IND,L 77-93,1,42,6,14,0.429,4,6,0.667,2,8,0.25,11,15,0.733,0.607,0,5,5,6,1,0,6,3,15.5,3.8,F-G
837,LeBron James,25,11/24/10,25-329,MIA,@,ORL,L 95-104,1,41,9,18,0.5,8,15,0.533,1,3,0.333,6,8,0.75,0.581,1,5,6,4,1,0,3,3,17,4.3,F-G
838,LeBron James,25,12/10/10,25-345,MIA,@,GSW,W 106-84,1,31,10,18,0.556,7,14,0.5,3,4,0.75,2,3,0.667,0.647,0,7,7,9,1,1,4,1,21.7,12.5,F-G
839,LeBron James,25,12/11/10,25-346,MIA,@,SAC,W 104-83,1,35,10,19,0.526,8,16,0.5,2,3,0.667,3,5,0.6,0.59,1,9,10,3,2,0,3,1,19,5.4,F-G
840,LeBron James,25,1/1/11,26-002,MIA,NA,GSW,W 114-107,1,42,7,15,0.467,7,12,0.583,0,3,0,11,17,0.647,0.556,2,5,7,10,1,1,3,1,23.1,3.8,F-G
841,LeBron James,25,1/4/11,26-005,MIA,NA,MIL,W 101-89,1,37,8,15,0.533,8,15,0.533,0,0,NA,9,11,0.818,0.63,1,5,6,9,0,2,2,2,24,13.6,F-G
842,LeBron James,25,2/25/11,26-057,MIA,NA,WAS,W 121-113,1,43,5,11,0.455,5,10,0.5,0,1,0,15,19,0.789,0.646,1,8,9,7,1,3,1,2,27,9.1,F-G
843,LeBron James,25,2/19/12,27-051,MIA,NA,ORL,W 90-78,1,37,9,14,0.643,8,12,0.667,1,2,0.5,6,7,0.857,0.732,1,10,11,8,2,0,2,2,26.9,18.8,F-G
844,LeBron James,25,3/4/12,27-065,MIA,@,LAL,L 83-93,1,43,12,26,0.462,12,22,0.545,0,4,0,1,3,0.333,0.458,7,6,13,7,3,2,3,1,23.4,14.1,F-G
845,LeBron James,25,1/16/13,28-017,MIA,@,GSW,W 92-75,1,31,11,20,0.55,10,15,0.667,1,5,0.2,2,3,0.667,0.586,1,6,7,10,1,0,1,2,23.7,20.8,F-G
846,LeBron James,25,3/8/13,28-068,MIA,NA,PHI,W 102-93,1,34,10,17,0.588,8,14,0.571,2,3,0.667,3,5,0.6,0.651,3,7,10,5,1,2,3,2,22.6,10.5,F-G
847,LeBron James,25,3/20/13,28-080,MIA,@,CLE,W 98-95,1,42,8,22,0.364,5,15,0.333,3,7,0.429,6,8,0.75,0.49,7,5,12,10,3,2,4,1,25.4,12.7,F-G
848,LeBron James,25,10/30/13,28-304,MIA,@,PHI,L 110-114,1,37,9,17,0.529,5,10,0.5,4,7,0.571,3,4,0.75,0.666,0,4,4,13,0,0,4,3,21.4,8.5,F-G
849,LeBron James,25,11/3/13,28-308,MIA,NA,WAS,W 103-93,1,35,9,14,0.643,6,9,0.667,3,5,0.6,4,5,0.8,0.772,0,3,3,5,1,0,6,2,17,2.9,F-G
850,LeBron James,25,11/9/13,28-314,MIA,NA,BOS,L 110-111,1,37,9,13,0.692,9,13,0.692,0,0,NA,7,9,0.778,0.737,1,7,8,10,0,0,5,1,23.1,5.5,F-G
851,LeBron James,25,12/14/13,28-349,MIA,NA,CLE,W 114-107,1,41,9,12,0.75,9,10,0.9,0,2,0,7,10,0.7,0.762,2,7,9,9,4,0,2,2,30,12.9,F-G
852,LeBron James,25,1/15/14,29-016,MIA,@,WAS,L 97-114,1,41,8,18,0.444,8,14,0.571,0,4,0,9,10,0.9,0.558,2,6,8,7,2,0,4,1,20.9,4.9,F-G
853,LeBron James,25,3/22/14,29-082,MIA,@,NOP,L 95-105,1,42,10,18,0.556,8,14,0.571,2,4,0.5,3,3,1,0.647,1,7,8,9,0,1,3,1,22.8,7.6,F-G
854,LeBron James,25,12/21/14,29-356,CLE,NA,MEM,W 105-91,1,38,9,15,0.6,6,10,0.6,3,5,0.6,4,6,0.667,0.709,0,1,1,11,0,1,5,1,20.6,8.4,F-G
855,LeBron James,25,1/23/15,30-024,CLE,NA,CHO,W 129-90,1,27,9,15,0.6,7,11,0.636,2,4,0.5,5,6,0.833,0.709,1,5,6,9,4,1,2,1,28.5,26.6,F-G
856,LeBron James,25,2/6/15,30-038,CLE,@,IND,L 99-103,1,39,10,21,0.476,10,17,0.588,0,4,0,5,8,0.625,0.51,0,6,6,5,2,1,7,3,12.9,-0.6,F-G
857,LeBron James,25,10/27/15,30-301,CLE,@,CHI,L 95-97,1,36,12,22,0.545,11,17,0.647,1,5,0.2,0,3,0,0.536,0,10,10,5,1,0,1,3,18.5,7.1,F-G
858,LeBron James,25,11/27/15,30-332,CLE,@,CHO,W 95-90,1,38,8,20,0.4,6,15,0.4,2,5,0.4,7,9,0.778,0.522,2,11,13,5,0,0,3,2,17.8,7.7,F-G
859,LeBron James,25,12/11/15,30-346,CLE,@,ORL,W 111-76,1,29,10,15,0.667,10,14,0.714,0,1,0,5,8,0.625,0.675,0,3,3,8,4,0,4,0,23.8,16.3,F-G
860,LeBron James,25,12/25/15,30-360,CLE,@,GSW,L 83-89,1,39,10,26,0.385,9,21,0.429,1,5,0.2,4,9,0.444,0.417,2,7,9,2,1,2,4,0,12.1,8.5,F-G
861,LeBron James,25,1/25/16,31-026,CLE,NA,MIN,W 114-107,1,38,11,15,0.733,10,14,0.714,1,1,1,2,3,0.667,0.766,0,4,4,9,1,1,5,2,21.9,8.1,F-G
862,LeBron James,25,2/18/16,31-050,CLE,NA,CHI,W 106-95,1,35,11,19,0.579,11,17,0.647,0,2,0,3,3,1,0.615,2,7,9,9,0,1,2,3,23.4,10.8,F-G
863,LeBron James,25,2/21/16,31-053,CLE,@,OKC,W 115-92,1,38,11,22,0.5,9,17,0.529,2,5,0.4,1,1,1,0.557,3,4,7,11,3,0,5,3,21.8,11.5,F-G
864,LeBron James,25,2/26/16,31-058,CLE,@,TOR,L 97-99,1,40,9,18,0.5,7,14,0.5,2,4,0.5,5,9,0.556,0.569,1,7,8,7,1,0,6,2,16.3,3.3,F-G
865,LeBron James,25,3/9/16,31-070,CLE,@,SAC,W 120-111,1,37,8,19,0.421,7,14,0.5,1,5,0.2,8,9,0.889,0.544,4,7,11,6,0,0,5,1,18.2,3.1,F-G
866,LeBron James,25,11/5/16,31-311,CLE,@,PHI,W 102-101,1,36,9,23,0.391,8,18,0.444,1,5,0.2,6,7,0.857,0.479,1,7,8,14,2,1,5,1,22,9.3,F-G
867,LeBron James,25,12/7/16,31-343,CLE,@,NYK,W 126-94,1,32,7,10,0.7,6,8,0.75,1,2,0.5,10,14,0.714,0.774,2,4,6,7,1,2,4,2,24.3,11.1,F-G
868,LeBron James,25,1/29/17,32-030,CLE,NA,OKC,W 107-91,1,37,9,18,0.5,9,16,0.563,0,2,0,7,10,0.7,0.558,1,13,14,8,1,0,2,1,23.6,8.6,F-G
869,LeBron James,25,2/8/17,32-040,CLE,@,IND,W 132-117,1,38,9,16,0.563,8,14,0.571,1,2,0.5,6,8,0.75,0.64,1,5,6,9,1,1,4,2,22,2.1,F-G
870,LeBron James,25,2/14/17,32-046,CLE,@,MIN,W 116-108,1,40,10,14,0.714,8,11,0.727,2,3,0.667,3,6,0.5,0.751,1,7,8,14,0,0,6,3,23.4,8.3,F-G
871,LeBron James,25,12/12/17,32-347,CLE,NA,ATL,W 123-114,1,35,11,13,0.846,9,10,0.9,2,3,0.667,1,2,0.5,0.901,0,7,7,17,2,0,2,4,32.3,21,F-G
872,LeBron James,25,12/14/17,32-349,CLE,NA,LAL,W 121-112,1,39,8,18,0.444,7,12,0.583,1,6,0.167,8,12,0.667,0.537,1,11,12,12,2,2,5,0,24.8,5.7,F-G
873,LeBron James,25,1/28/18,33-029,CLE,NA,DET,W 121-104,1,38,8,15,0.533,7,11,0.636,1,4,0.25,8,9,0.889,0.659,1,7,8,14,1,0,3,0,27.9,12.3,F-G
874,LeBron James,25,2/6/18,33-038,CLE,@,ORL,L 98-116,1,33,10,17,0.588,8,13,0.615,2,4,0.5,3,4,0.75,0.666,1,9,10,5,1,0,6,4,17,3.1,F-G
875,LeBron James,25,3/3/18,33-063,CLE,NA,DEN,L 117-126,1,42,8,19,0.421,7,15,0.467,1,4,0.25,8,11,0.727,0.524,1,9,10,15,2,0,3,2,25.8,6.6,F-G
876,LeBron James,25,3/9/18,33-069,CLE,@,LAC,L 102-116,1,39,11,20,0.55,8,13,0.615,3,7,0.429,0,2,0,0.599,0,10,10,6,2,3,5,2,20.1,6.7,F-G
877,LeBron James,25,11/10/18,33-315,LAL,@,SAC,W 101-86,1,31,10,18,0.556,7,12,0.583,3,6,0.5,2,3,0.667,0.647,1,6,7,2,1,0,3,2,17.1,9,F-G
878,LeBron James,25,3/22/19,34-082,LAL,NA,BRK,L 106-111,1,37,8,25,0.32,7,18,0.389,1,7,0.143,8,12,0.667,0.413,3,6,9,14,1,1,8,3,15.3,3.7,F-G
879,LeBron James,25,11/8/19,34-313,LAL,NA,MIA,W 95-80,1,36,10,19,0.526,6,12,0.5,4,7,0.571,1,2,0.5,0.629,1,3,4,6,0,0,3,2,17.3,9.7,F-G
880,LeBron James,25,11/19/19,34-324,LAL,NA,OKC,W 112-107,1,37,10,21,0.476,8,16,0.5,2,5,0.4,3,5,0.6,0.539,0,11,11,10,2,0,7,2,18,2.2,F-G
881,LeBron James,25,12/1/19,34-336,LAL,NA,DAL,L 100-114,1,36,11,20,0.55,11,15,0.733,0,5,0,3,3,1,0.586,0,9,9,8,4,0,6,3,20.5,6.7,F-G
882,LeBron James,25,12/3/19,34-338,LAL,@,DEN,W 105-96,1,37,9,18,0.5,8,14,0.571,1,4,0.25,6,6,1,0.606,2,4,6,9,0,0,4,3,19.7,6.7,F-G
883,LeBron James,25,12/11/19,34-346,LAL,@,ORL,W 96-87,1,38,11,24,0.458,10,18,0.556,1,6,0.167,2,5,0.4,0.477,2,9,11,10,2,0,6,2,17.7,5.6,F-G
884,LeBron James,25,2/10/21,36-042,LAL,NA,OKC,W 114-113 (OT),1,41,9,20,0.45,6,11,0.545,3,9,0.333,4,4,1,0.574,0,6,6,7,2,0,5,2,17.5,2.4,F-G
885,LeBron James,25,3/16/21,36-076,LAL,NA,MIN,W 137-121,1,31,8,14,0.571,4,7,0.571,4,7,0.571,5,5,1,0.772,1,11,12,12,0,1,4,0,27.5,14.8,F-G
886,LeBron James,25,5/16/21,36-137,LAL,@,NOP,W 110-98,1,27,11,22,0.5,9,17,0.529,2,5,0.4,1,2,0.5,0.546,1,0,1,6,3,0,2,0,19.5,11.4,F-G
887,LeBron James,25,10/22/21,36-296,LAL,NA,PHO,L 105-115,1,37,8,18,0.444,3,9,0.333,5,9,0.556,4,4,1,0.633,0,2,2,5,2,0,5,4,15.1,4.3,F-G
888,LeBron James,25,1/15/22,37-016,LAL,@,DEN,L 96-133,1,31,9,23,0.391,7,15,0.467,2,8,0.25,5,7,0.714,0.479,1,8,9,2,0,2,1,0,16.6,1.7,F-G
889,LeBron James,25,1/17/22,37-018,LAL,NA,UTA,W 101-95,1,37,9,20,0.45,6,12,0.5,3,8,0.375,4,8,0.5,0.531,0,7,7,7,1,1,1,1,20.3,11.7,F-G
890,LeBron James,25,1/6/23,38-007,LAL,NA,ATL,W 130-114,1,33,10,19,0.526,9,14,0.643,1,5,0.2,4,6,0.667,0.578,0,7,7,10,0,0,5,0,19,0.3,F-G
891,LeBron James,24,2/9/04,19-041,CLE,NA,BOS,W 97-89,1,43,9,25,0.36,8,19,0.421,1,6,0.167,5,6,0.833,0.434,0,6,6,3,2,1,1,3,14.1,1.5,F-G
892,LeBron James,24,3/3/04,19-064,CLE,NA,ATL,W 112-80,1,28,9,17,0.529,8,15,0.533,1,2,0.5,5,6,0.833,0.611,1,6,7,3,1,1,1,0,20.6,13.3,F-G
893,LeBron James,24,3/6/04,19-067,CLE,NA,MIL,W 106-97,1,43,11,24,0.458,11,21,0.524,0,3,0,2,3,0.667,0.474,2,5,7,10,4,1,2,3,22.6,7.7,F-G
894,LeBron James,24,4/9/04,19-101,CLE,@,MIA,L 91-106,1,42,6,14,0.429,5,13,0.385,1,1,1,11,15,0.733,0.583,1,6,7,8,1,0,8,2,15.3,-2.1,F-G
895,LeBron James,24,11/13/04,19-319,CLE,NA,WAS,W 105-74,1,37,10,20,0.5,10,17,0.588,0,3,0,4,5,0.8,0.541,1,8,9,4,3,2,4,0,19.9,8.7,F-G
896,LeBron James,24,4/5/05,20-096,CLE,NA,NJN,L 80-111,1,40,9,19,0.474,6,13,0.462,3,6,0.5,3,6,0.5,0.555,2,7,9,4,2,2,6,2,16,4.4,F-G
897,LeBron James,24,1/18/06,21-019,CLE,@,DEN,L 89-90,1,42,7,20,0.35,5,14,0.357,2,6,0.333,8,15,0.533,0.451,2,9,11,9,0,0,2,5,16.4,5,F-G
898,LeBron James,24,3/17/07,22-077,CLE,NA,UTA,W 82-73,1,44,8,21,0.381,8,15,0.533,0,6,0,8,13,0.615,0.449,2,15,17,9,2,2,4,3,20.9,13.4,F-G
899,LeBron James,24,3/28/07,22-088,CLE,@,NYK,L 93-97,1,44,6,20,0.3,4,15,0.267,2,5,0.4,10,14,0.714,0.459,1,5,6,7,2,0,3,3,15.7,1.4,F-G
900,LeBron James,24,4/18/07,22-109,CLE,NA,MIL,W 109-96,1,40,9,18,0.5,8,14,0.571,1,4,0.25,5,10,0.5,0.536,0,5,5,9,2,0,2,2,20,4.8,F-G
901,LeBron James,24,11/6/07,22-311,CLE,@,GSW,W 108-104,1,42,9,16,0.563,8,14,0.571,1,2,0.5,5,7,0.714,0.629,1,12,13,9,0,3,2,1,25.9,10.1,F-G
902,LeBron James,24,12/27/07,22-362,CLE,@,DAL,W 88-81,1,36,9,21,0.429,8,17,0.471,1,4,0.25,5,10,0.5,0.472,4,4,8,7,3,0,3,5,17.8,13.5,F-G
903,LeBron James,24,1/4/08,23-005,CLE,NA,SAC,W 97-93,1,45,7,18,0.389,6,12,0.5,1,6,0.167,9,12,0.75,0.515,1,7,8,10,5,1,3,1,25.1,11.1,F-G
904,LeBron James,24,3/10/08,23-071,CLE,NA,POR,W 88-80,1,44,7,18,0.389,6,14,0.429,1,4,0.25,9,13,0.692,0.506,1,9,10,11,1,2,4,0,22.1,12.2,F-G
905,LeBron James,24,11/22/08,23-328,CLE,NA,ATL,W 110-96,1,37,8,19,0.421,7,15,0.467,1,4,0.25,7,7,1,0.543,1,6,7,8,2,0,2,3,20.8,9,F-G
906,LeBron James,24,3/29/09,24-089,CLE,NA,DAL,W 102-74,1,31,9,22,0.409,7,18,0.389,2,4,0.5,4,5,0.8,0.496,1,5,6,12,1,2,0,0,24.8,24.2,F-G
907,LeBron James,24,10/30/09,24-304,CLE,@,MIN,W 104-87,1,33,10,18,0.556,8,15,0.533,2,3,0.667,2,3,0.667,0.621,2,7,9,6,1,1,2,1,22,10.9,F-G
908,LeBron James,24,1/27/11,26-028,MIA,@,NYK,L 88-93,1,43,7,24,0.292,7,22,0.318,0,2,0,10,12,0.833,0.41,2,9,11,5,2,2,4,3,15,2.3,F-G
909,LeBron James,24,1/31/11,26-032,MIA,NA,CLE,W 117-90,1,31,7,14,0.5,7,14,0.5,0,0,NA,10,11,0.909,0.637,1,3,4,8,0,2,2,1,22.8,13.2,F-G
910,LeBron James,24,2/7/12,27-039,MIA,NA,CLE,W 107-91,1,39,9,16,0.563,9,15,0.6,0,1,0,6,7,0.857,0.629,1,4,5,6,2,0,6,1,17.7,5.9,F-G
911,LeBron James,24,3/26/12,27-087,MIA,@,IND,L 90-105,1,41,9,21,0.429,7,17,0.412,2,4,0.5,4,6,0.667,0.508,2,7,9,2,1,0,6,1,11.6,-1.6,F-G
912,LeBron James,24,12/8/12,27-344,MIA,NA,NOH,W 106-90,1,36,11,16,0.688,11,16,0.688,0,0,NA,2,3,0.667,0.693,1,4,5,7,2,0,4,2,20.8,5.7,F-G
913,LeBron James,24,12/20/12,27-356,MIA,@,DAL,W 110-95,1,31,9,13,0.692,6,8,0.75,3,5,0.6,3,4,0.75,0.813,0,9,9,5,1,1,5,0,21,11.5,F-G
914,LeBron James,24,1/6/13,28-007,MIA,NA,WAS,W 99-71,1,35,9,17,0.529,7,14,0.5,2,3,0.667,4,4,1,0.64,1,1,2,7,0,1,1,0,21.3,14.4,F-G
915,LeBron James,24,1/30/13,28-031,MIA,@,BRK,W 105-85,1,34,10,18,0.556,7,14,0.5,3,4,0.75,1,4,0.25,0.607,2,7,9,7,2,0,4,2,19.8,12.2,F-G
916,LeBron James,24,2/20/13,28-052,MIA,@,ATL,W 103-90,1,40,8,15,0.533,7,11,0.636,1,4,0.25,7,8,0.875,0.648,0,6,6,11,4,0,2,1,27.4,16.8,F-G
917,LeBron James,24,3/25/13,28-085,MIA,@,ORL,W 108-94,1,39,9,16,0.563,9,16,0.563,0,0,NA,6,10,0.6,0.588,1,8,9,11,1,0,3,2,22.8,5.6,F-G
918,LeBron James,24,4/14/13,28-105,MIA,NA,CHI,W 105-93,1,35,7,12,0.583,6,11,0.545,1,1,1,9,12,0.75,0.694,0,7,7,6,1,0,3,2,20.7,8.9,F-G
919,LeBron James,24,12/8/13,28-343,MIA,@,DET,W 110-95,1,35,10,15,0.667,10,13,0.769,0,2,0,4,5,0.8,0.698,1,6,7,9,2,0,6,2,21.1,5.7,F-G
920,LeBron James,24,12/18/13,28-353,MIA,NA,IND,W 97-94,1,36,8,14,0.571,7,11,0.636,1,3,0.333,7,7,1,0.703,0,9,9,7,3,0,3,3,23.8,13.9,F-G
921,LeBron James,24,2/3/14,29-035,MIA,NA,DET,W 102-96,1,38,9,19,0.474,9,16,0.563,0,3,0,6,8,0.75,0.533,1,7,8,11,2,2,1,1,26,14.8,F-G
922,LeBron James,24,3/16/14,29-076,MIA,NA,HOU,W 113-104,1,43,8,17,0.471,7,14,0.5,1,3,0.333,7,8,0.875,0.585,0,5,5,6,2,0,5,3,16.4,0.6,F-G
923,LeBron James,24,12/5/14,29-340,CLE,@,TOR,W 105-91,1,42,9,18,0.5,7,14,0.5,2,4,0.5,4,6,0.667,0.581,0,7,7,13,3,1,4,2,24.3,13.3,F-G
924,LeBron James,24,12/23/14,29-358,CLE,NA,MIN,W 125-104,1,35,8,16,0.5,4,9,0.444,4,7,0.571,4,5,0.8,0.659,0,4,4,3,1,3,2,3,18.8,6.9,F-G
925,LeBron James,24,3/27/15,30-087,CLE,@,BRK,L 98-106,1,38,8,15,0.533,6,10,0.6,2,5,0.4,6,8,0.75,0.648,0,5,5,9,5,1,3,4,24.8,14.5,F-G
926,LeBron James,24,11/25/15,30-330,CLE,@,TOR,L 99-103,1,40,6,16,0.375,5,11,0.455,1,5,0.2,11,12,0.917,0.564,2,4,6,8,0,0,2,1,20.6,5.4,F-G
927,LeBron James,24,12/1/15,30-336,CLE,NA,WAS,L 85-97,1,37,8,20,0.4,8,17,0.471,0,3,0,8,8,1,0.51,4,9,13,4,1,1,9,3,13,0.4,F-G
928,LeBron James,24,12/15/15,30-350,CLE,@,BOS,W 89-77,1,36,10,20,0.5,10,17,0.588,0,3,0,4,4,1,0.551,1,6,7,3,2,1,6,3,14.1,2.6,F-G
929,LeBron James,24,12/23/15,30-358,CLE,NA,NYK,W 91-84,1,38,9,22,0.409,9,19,0.474,0,3,0,6,7,0.857,0.478,1,8,9,5,0,0,1,2,16.6,3.4,F-G
930,LeBron James,24,2/1/16,31-033,CLE,@,IND,W 111-106 (OT),1,44,9,22,0.409,9,17,0.529,0,5,0,6,10,0.6,0.455,2,10,12,6,2,1,1,2,20.1,5.3,F-G
931,LeBron James,24,3/10/16,31-071,CLE,@,LAL,W 120-108,1,35,9,18,0.5,8,14,0.571,1,4,0.25,5,8,0.625,0.558,2,3,5,7,0,2,3,2,18.6,1.9,F-G
932,LeBron James,24,3/31/16,31-092,CLE,NA,BRK,W 107-87,1,31,8,11,0.727,8,11,0.727,0,0,NA,8,10,0.8,0.779,0,4,4,11,2,1,6,0,24.3,15.4,F-G
933,LeBron James,24,1/25/17,32-026,CLE,NA,SAC,L 112-116 (OT),1,45,8,15,0.533,8,12,0.667,0,3,0,8,11,0.727,0.605,4,9,13,11,2,1,5,3,25.2,5.9,F-G
934,LeBron James,24,2/27/17,32-059,CLE,NA,MIL,W 102-95,1,37,8,12,0.667,7,10,0.7,1,2,0.5,7,9,0.778,0.752,0,10,10,6,0,0,3,1,21.8,7.2,F-G
935,LeBron James,24,3/11/17,32-071,CLE,@,ORL,W 116-104,1,38,8,14,0.571,6,9,0.667,2,5,0.4,6,10,0.6,0.652,0,12,12,12,0,1,4,3,23.3,7.2,F-G
936,LeBron James,24,3/25/17,32-085,CLE,NA,WAS,L 115-127,1,41,10,21,0.476,10,17,0.588,0,4,0,4,6,0.667,0.508,3,8,11,8,0,1,3,2,19.5,-1.5,F-G
937,LeBron James,24,10/20/17,32-294,CLE,@,MIL,W 116-97,1,37,10,16,0.625,8,12,0.667,2,4,0.5,2,2,1,0.711,1,4,5,8,1,1,5,2,20.2,5.3,F-G
938,LeBron James,24,11/30/17,32-335,CLE,@,ATL,W 121-114,1,38,8,11,0.727,5,5,1,3,6,0.5,5,7,0.714,0.852,1,5,6,12,2,2,3,3,28.5,15.9,F-G
939,LeBron James,24,1/2/18,33-003,CLE,NA,POR,W 127-110,1,34,10,17,0.588,10,15,0.667,0,2,0,4,4,1,0.64,1,5,6,8,4,1,3,2,24.8,10.4,F-G
940,LeBron James,24,1/31/18,33-032,CLE,NA,MIA,W 91-89,1,38,8,21,0.381,7,15,0.467,1,6,0.167,7,11,0.636,0.464,2,9,11,5,1,0,7,1,12.1,-0.3,F-G
941,LeBron James,24,2/11/18,33-043,CLE,@,BOS,W 121-99,1,28,9,20,0.45,7,15,0.467,2,5,0.4,4,7,0.571,0.52,0,8,8,10,1,1,2,1,21.1,10,F-G
942,LeBron James,24,3/11/18,33-071,CLE,@,LAL,L 113-127,1,31,9,20,0.45,7,12,0.583,2,8,0.25,4,5,0.8,0.541,2,8,10,7,1,1,2,0,21.6,8.4,F-G
943,LeBron James,24,10/20/18,33-294,LAL,NA,HOU,L 115-124,1,39,9,22,0.409,8,15,0.533,1,7,0.143,5,7,0.714,0.478,0,5,5,5,2,1,1,0,18.1,1.7,F-G
944,LeBron James,24,11/7/18,33-312,LAL,NA,MIN,W 114-110,1,39,10,21,0.476,7,12,0.583,3,9,0.333,1,2,0.5,0.548,1,10,11,9,0,2,3,1,20.9,6.3,F-G
945,LeBron James,24,11/25/18,33-330,LAL,NA,ORL,L 104-108,1,40,8,14,0.571,6,7,0.857,2,7,0.286,6,11,0.545,0.637,0,4,4,7,0,1,6,4,14.6,-1.6,F-G
946,LeBron James,24,12/15/18,33-350,LAL,@,CHO,W 128-100,1,30,7,15,0.467,5,9,0.556,2,6,0.333,8,12,0.667,0.592,1,11,12,11,1,0,3,0,24.4,10,F-G
947,LeBron James,24,1/31/19,34-032,LAL,@,LAC,W 123-120 (OT),1,40,9,22,0.409,8,16,0.5,1,6,0.167,5,7,0.714,0.478,1,13,14,9,1,0,4,0,19.3,1.7,F-G
948,LeBron James,24,2/25/19,34-057,LAL,@,MEM,L 105-110,1,40,8,23,0.348,8,19,0.421,0,4,0,8,10,0.8,0.438,3,9,12,11,3,0,5,3,19.6,3.2,F-G
949,LeBron James,24,5/15/21,36-136,LAL,@,IND,W 122-115,1,28,11,22,0.5,10,18,0.556,1,4,0.25,1,2,0.5,0.524,3,4,7,8,0,0,4,2,16.7,2.2,F-G
950,LeBron James,24,12/15/21,36-350,LAL,@,DAL,W 107-104 (OT),1,43,9,19,0.474,5,10,0.5,4,9,0.444,2,3,0.667,0.591,0,3,3,5,1,0,2,1,16.9,4.2,F-G
951,LeBron James,24,1/12/23,38-013,LAL,NA,DAL,L 115-119 (2OT),1,47,9,28,0.321,9,21,0.429,0,7,0,6,10,0.6,0.37,6,10,16,9,2,0,3,0,18.9,3.4,F-G
952,LeBron James,23,11/7/03,18-312,CLE,@,IND,L 90-91,1,44,8,18,0.444,7,16,0.438,1,2,0.5,6,7,0.857,0.546,0,5,5,3,0,0,7,2,9,-7.3,F-G
953,LeBron James,23,12/11/03,18-346,CLE,NA,DET,W 95-86,1,43,8,21,0.381,7,18,0.389,1,3,0.333,6,8,0.75,0.469,1,2,3,9,1,1,4,3,14.8,0.2,F-G
954,LeBron James,23,12/11/04,19-347,CLE,@,SAS,L 97-116,1,41,10,19,0.526,9,16,0.563,1,3,0.333,2,2,1,0.578,3,3,6,10,4,0,3,2,23.9,13.3,F-G
955,LeBron James,23,12/22/04,19-358,CLE,@,NJN,L 90-92,1,43,7,18,0.389,6,17,0.353,1,1,1,8,10,0.8,0.513,1,8,9,9,1,0,4,2,18,4.5,F-G
956,LeBron James,23,3/6/05,20-066,CLE,NA,MIA,L 82-102,1,40,9,19,0.474,9,18,0.5,0,1,0,5,7,0.714,0.521,0,4,4,5,2,0,1,1,17.8,6,F-G
957,LeBron James,23,3/8/05,20-068,CLE,NA,ORL,W 111-92,1,41,9,22,0.409,7,16,0.438,2,6,0.333,3,4,0.75,0.484,0,7,7,8,1,1,1,3,18,0.5,F-G
